"Gene_names","Eclass"
"PROL1","peptidase regulator activity (GO:0061134)"
"WFDC10A","peptidase regulator activity (GO:0061134)"
"LXN","peptidase regulator activity (GO:0061134)"
"WFDC8","peptidase regulator activity (GO:0061134)"
"WFDC1","peptidase regulator activity (GO:0061134)"
"WFDC2","peptidase regulator activity (GO:0061134)"
"SPINT4","peptidase regulator activity (GO:0061134)"
"SPINT3","peptidase regulator activity (GO:0061134)"
"WFDC5","peptidase regulator activity (GO:0061134)"
"WFDC6","peptidase regulator activity (GO:0061134)"
"WFDC3","peptidase regulator activity (GO:0061134)"
"C3","peptidase regulator activity (GO:0061134)"
"PRDX3","peptidase regulator activity (GO:0061134)"
"C5","peptidase regulator activity (GO:0061134)"
"PRDX5","peptidase regulator activity (GO:0061134)"
"NKX3-1","peptidase regulator activity (GO:0061134)"
"PSMF1","peptidase regulator activity (GO:0061134)"
"A2M","peptidase regulator activity (GO:0061134)"
"SERPINH1","peptidase regulator activity (GO:0061134)"
"FN1","peptidase regulator activity (GO:0061134)"
"GNB2L1","peptidase regulator activity (GO:0061134)"
"CARD8","peptidase regulator activity (GO:0061134)"
"K7EKZ2","peptidase regulator activity (GO:0061134)"
"RENBP","peptidase regulator activity (GO:0061134)"
"BST2","peptidase regulator activity (GO:0061134)"
"MMP14","peptidase regulator activity (GO:0061134)"
"CD27","peptidase regulator activity (GO:0061134)"
"GAS6","peptidase regulator activity (GO:0061134)"
"HRG","peptidase regulator activity (GO:0061134)"
"SERPINA12","peptidase regulator activity (GO:0061134)"
"SERPINA3","peptidase regulator activity (GO:0061134)"
"SERPINA4","peptidase regulator activity (GO:0061134)"
"SERPINA1","peptidase regulator activity (GO:0061134)"
"SERPINA2","peptidase regulator activity (GO:0061134)"
"WFIKKN2","peptidase regulator activity (GO:0061134)"
"WFIKKN1","peptidase regulator activity (GO:0061134)"
"SERPINA10","peptidase regulator activity (GO:0061134)"
"SERPINA11","peptidase regulator activity (GO:0061134)"
"RPS27L","peptidase regulator activity (GO:0061134)"
"SERPINA9","peptidase regulator activity (GO:0061134)"
"SERPINA7","peptidase regulator activity (GO:0061134)"
"SERPINA5","peptidase regulator activity (GO:0061134)"
"SERPINA6","peptidase regulator activity (GO:0061134)"
"TIMP3","peptidase regulator activity (GO:0061134)"
"TIMP4","peptidase regulator activity (GO:0061134)"
"CTSH","peptidase regulator activity (GO:0061134)"
"TIMP1","peptidase regulator activity (GO:0061134)"
"TIMP2","peptidase regulator activity (GO:0061134)"
"CTSC","peptidase regulator activity (GO:0061134)"
"SERPINB4","peptidase regulator activity (GO:0061134)"
"SERPINB5","peptidase regulator activity (GO:0061134)"
"SERPINB2","peptidase regulator activity (GO:0061134)"
"SERPINB3","peptidase regulator activity (GO:0061134)"
"AHSG","peptidase regulator activity (GO:0061134)"
"SERPINB1","peptidase regulator activity (GO:0061134)"
"CST9LP1","peptidase regulator activity (GO:0061134)"
"SERPINB8","peptidase regulator activity (GO:0061134)"
"SERPINB9","peptidase regulator activity (GO:0061134)"
"SERPINB6","peptidase regulator activity (GO:0061134)"
"SERPINB7","peptidase regulator activity (GO:0061134)"
"NGFRAP1","peptidase regulator activity (GO:0061134)"
"NLRP12","peptidase regulator activity (GO:0061134)"
"COL4A3","peptidase regulator activity (GO:0061134)"
"XIAP","peptidase regulator activity (GO:0061134)"
"AVP","peptidase regulator activity (GO:0061134)"
"EBAG9","peptidase regulator activity (GO:0061134)"
"SERPINB11","peptidase regulator activity (GO:0061134)"
"CRB2","peptidase regulator activity (GO:0061134)"
"SERPINB12","peptidase regulator activity (GO:0061134)"
"SERPINB13","peptidase regulator activity (GO:0061134)"
"CDKN1B","peptidase regulator activity (GO:0061134)"
"CSTB","peptidase regulator activity (GO:0061134)"
"CSTA","peptidase regulator activity (GO:0061134)"
"SERPINC1","peptidase regulator activity (GO:0061134)"
"PAPLN","peptidase regulator activity (GO:0061134)"
"SERPINB10","peptidase regulator activity (GO:0061134)"
"CST9","peptidase regulator activity (GO:0061134)"
"CST8","peptidase regulator activity (GO:0061134)"
"CST7","peptidase regulator activity (GO:0061134)"
"CST6","peptidase regulator activity (GO:0061134)"
"CST5","peptidase regulator activity (GO:0061134)"
"CST4","peptidase regulator activity (GO:0061134)"
"CST3","peptidase regulator activity (GO:0061134)"
"CST2","peptidase regulator activity (GO:0061134)"
"CST1","peptidase regulator activity (GO:0061134)"
"CST11","peptidase regulator activity (GO:0061134)"
"EPPIN","peptidase regulator activity (GO:0061134)"
"SPINK5","peptidase regulator activity (GO:0061134)"
"TFAP2B","peptidase regulator activity (GO:0061134)"
"SPINK4","peptidase regulator activity (GO:0061134)"
"SPINK2","peptidase regulator activity (GO:0061134)"
"COL28A1","peptidase regulator activity (GO:0061134)"
"SPINK9","peptidase regulator activity (GO:0061134)"
"SPINK8","peptidase regulator activity (GO:0061134)"
"TFPI2","peptidase regulator activity (GO:0061134)"
"SPINK7","peptidase regulator activity (GO:0061134)"
"APLP2","peptidase regulator activity (GO:0061134)"
"SPINK6","peptidase regulator activity (GO:0061134)"
"CRIM1","peptidase regulator activity (GO:0061134)"
"SPINK1","peptidase regulator activity (GO:0061134)"
"AGT","peptidase regulator activity (GO:0061134)"
"PINK1","peptidase regulator activity (GO:0061134)"
"K7EQZ3","peptidase regulator activity (GO:0061134)"
"SPINK13","peptidase regulator activity (GO:0061134)"
"SPINK14","peptidase regulator activity (GO:0061134)"
"DPEP1","peptidase regulator activity (GO:0061134)"
"FETUB","peptidase regulator activity (GO:0061134)"
"OVOS1","peptidase regulator activity (GO:0061134)"
"PROS1","peptidase regulator activity (GO:0061134)"
"OVOS2","peptidase regulator activity (GO:0061134)"
"PEBP1","peptidase regulator activity (GO:0061134)"
"FBLN1","peptidase regulator activity (GO:0061134)"
"BCL2L13","peptidase regulator activity (GO:0061134)"
"PYCARD","peptidase regulator activity (GO:0061134)"
"PTTG1","peptidase regulator activity (GO:0061134)"
"SPP2","peptidase regulator activity (GO:0061134)"
"GPC3","peptidase regulator activity (GO:0061134)"
"NLRP1","peptidase regulator activity (GO:0061134)"
"MAP3K5","peptidase regulator activity (GO:0061134)"
"CAST","peptidase regulator activity (GO:0061134)"
"A2ML1","peptidase regulator activity (GO:0061134)"
"MAL","peptidase regulator activity (GO:0061134)"
"COL6A3","peptidase regulator activity (GO:0061134)"
"BIRC5","peptidase regulator activity (GO:0061134)"
"CARD18","peptidase regulator activity (GO:0061134)"
"BIRC6","peptidase regulator activity (GO:0061134)"
"BIRC7","peptidase regulator activity (GO:0061134)"
"CARD16","peptidase regulator activity (GO:0061134)"
"LCN1","peptidase regulator activity (GO:0061134)"
"LOC100653515","peptidase regulator activity (GO:0061134)"
"CARD17","peptidase regulator activity (GO:0061134)"
"LPA","peptidase regulator activity (GO:0061134)"
"VIL1","peptidase regulator activity (GO:0061134)"
"VCP","peptidase regulator activity (GO:0061134)"
"CPAMD8","peptidase regulator activity (GO:0061134)"
"PI3","peptidase regulator activity (GO:0061134)"
"KAL1","peptidase regulator activity (GO:0061134)"
"PCSK1N","peptidase regulator activity (GO:0061134)"
"APAF1","peptidase regulator activity (GO:0061134)"
"R3HDML","peptidase regulator activity (GO:0061134)"
"AMBP","peptidase regulator activity (GO:0061134)"
"CAV1","peptidase regulator activity (GO:0061134)"
"MT3","peptidase regulator activity (GO:0061134)"
"COL7A1","peptidase regulator activity (GO:0061134)"
"SERPINI1","peptidase regulator activity (GO:0061134)"
"SERPINI2","peptidase regulator activity (GO:0061134)"
"PZP","peptidase regulator activity (GO:0061134)"
"PSMD14","peptidase regulator activity (GO:0061134)"
"TNFAIP8","peptidase regulator activity (GO:0061134)"
"KNG1","peptidase regulator activity (GO:0061134)"
"CASP1","peptidase regulator activity (GO:0061134)"
"CSTL1","peptidase regulator activity (GO:0061134)"
"ADRM1","peptidase regulator activity (GO:0061134)"
"PCOLCE","peptidase regulator activity (GO:0061134)"
"CD109","peptidase regulator activity (GO:0061134)"
"PI16","peptidase regulator activity (GO:0061134)"
"PI15","peptidase regulator activity (GO:0061134)"
"PCOLCE2","peptidase regulator activity (GO:0061134)"
"RECK","peptidase regulator activity (GO:0061134)"
"UMODL1","peptidase regulator activity (GO:0061134)"
"USP14","peptidase regulator activity (GO:0061134)"
"CST9L","peptidase regulator activity (GO:0061134)"
"FURIN","peptidase regulator activity (GO:0061134)"
"MAPK9","peptidase regulator activity (GO:0061134)"
"RPS6KA1","peptidase regulator activity (GO:0061134)"
"ARRB1","peptidase regulator activity (GO:0061134)"
"RPS6KA3","peptidase regulator activity (GO:0061134)"
"MED1","transcription factor binding (GO:0008134)"
"HES7","transcription factor binding (GO:0008134)"
"RBFOX2","transcription factor binding (GO:0008134)"
"MED4","transcription factor binding (GO:0008134)"
"ISL1","transcription factor binding (GO:0008134)"
"SOX10","transcription factor binding (GO:0008134)"
"MED6","transcription factor binding (GO:0008134)"
"PSMC5","transcription factor binding (GO:0008134)"
"TRIP6","transcription factor binding (GO:0008134)"
"AGTR2","transcription factor binding (GO:0008134)"
"HNRNPF","transcription factor binding (GO:0008134)"
"ATF2","transcription factor binding (GO:0008134)"
"LEF1","transcription factor binding (GO:0008134)"
"RB1","transcription factor binding (GO:0008134)"
"SCX","transcription factor binding (GO:0008134)"
"TOB2","transcription factor binding (GO:0008134)"
"RNF4","transcription factor binding (GO:0008134)"
"ASCL1","transcription factor binding (GO:0008134)"
"PSMD9","transcription factor binding (GO:0008134)"
"MTA1","transcription factor binding (GO:0008134)"
"MTA2","transcription factor binding (GO:0008134)"
"MYC","transcription factor binding (GO:0008134)"
"NKX2-2","transcription factor binding (GO:0008134)"
"HES2","transcription factor binding (GO:0008134)"
"HES1","transcription factor binding (GO:0008134)"
"PPARGC1A","transcription factor binding (GO:0008134)"
"HES4","transcription factor binding (GO:0008134)"
"HOXA7","transcription factor binding (GO:0008134)"
"HES3","transcription factor binding (GO:0008134)"
"NKX2-5","transcription factor binding (GO:0008134)"
"HES6","transcription factor binding (GO:0008134)"
"HES5","transcription factor binding (GO:0008134)"
"CREBBP","transcription factor binding (GO:0008134)"
"DAXX","transcription factor binding (GO:0008134)"
"NR1D1","transcription factor binding (GO:0008134)"
"NR0B2","transcription factor binding (GO:0008134)"
"SNF8","transcription factor binding (GO:0008134)"
"NR0B1","transcription factor binding (GO:0008134)"
"PBX2","transcription factor binding (GO:0008134)"
"PBX1","transcription factor binding (GO:0008134)"
"AR","transcription factor binding (GO:0008134)"
"ATF7","transcription factor binding (GO:0008134)"
"SPI1","transcription factor binding (GO:0008134)"
"CTBP1","transcription factor binding (GO:0008134)"
"BCL10","transcription factor binding (GO:0008134)"
"GATA6","transcription factor binding (GO:0008134)"
"PRKDC","transcription factor binding (GO:0008134)"
"GATA4","transcription factor binding (GO:0008134)"
"GATA3","transcription factor binding (GO:0008134)"
"HIF1A","transcription factor binding (GO:0008134)"
"GATA2","transcription factor binding (GO:0008134)"
"GATA1","transcription factor binding (GO:0008134)"
"RBPJ","transcription factor binding (GO:0008134)"
"T","transcription factor binding (GO:0008134)"
"SOX17","transcription factor binding (GO:0008134)"
"NUP62","transcription factor binding (GO:0008134)"
"NKX3-1","transcription factor binding (GO:0008134)"
"ATG7","transcription factor binding (GO:0008134)"
"JUN","transcription factor binding (GO:0008134)"
"ANXA4","transcription factor binding (GO:0008134)"
"PHF12","transcription factor binding (GO:0008134)"
"NFATC4","transcription factor binding (GO:0008134)"
"TCF12","transcription factor binding (GO:0008134)"
"NFATC1","transcription factor binding (GO:0008134)"
"TMEM173","transcription factor binding (GO:0008134)"
"PAX6","transcription factor binding (GO:0008134)"
"SIRT1","transcription factor binding (GO:0008134)"
"SIRT2","transcription factor binding (GO:0008134)"
"ZEB1","transcription factor binding (GO:0008134)"
"CENPF","transcription factor binding (GO:0008134)"
"NCOR1","transcription factor binding (GO:0008134)"
"KAT2B","transcription factor binding (GO:0008134)"
"NCOR2","transcription factor binding (GO:0008134)"
"TAL1","transcription factor binding (GO:0008134)"
"BHLHE40","transcription factor binding (GO:0008134)"
"BHLHE41","transcription factor binding (GO:0008134)"
"RARB","transcription factor binding (GO:0008134)"
"RARA","transcription factor binding (GO:0008134)"
"MDFI","transcription factor binding (GO:0008134)"
"MIXL1","transcription factor binding (GO:0008134)"
"HLA-DQB2","transcription factor binding (GO:0008134)"
"MED17","transcription factor binding (GO:0008134)"
"MED16","transcription factor binding (GO:0008134)"
"MTDH","transcription factor binding (GO:0008134)"
"MED13","transcription factor binding (GO:0008134)"
"MECP2","transcription factor binding (GO:0008134)"
"MED12","transcription factor binding (GO:0008134)"
"MED14","transcription factor binding (GO:0008134)"
"TEAD3","transcription factor binding (GO:0008134)"
"MEF2A","transcription factor binding (GO:0008134)"
"MEF2D","transcription factor binding (GO:0008134)"
"MEF2C","transcription factor binding (GO:0008134)"
"PPARA","transcription factor binding (GO:0008134)"
"CDKN2A","transcription factor binding (GO:0008134)"
"STAT3","transcription factor binding (GO:0008134)"
"NR1H2","transcription factor binding (GO:0008134)"
"FOS","transcription factor binding (GO:0008134)"
"WWP2","transcription factor binding (GO:0008134)"
"NR1H4","transcription factor binding (GO:0008134)"
"NFIA","transcription factor binding (GO:0008134)"
"POU5F1","transcription factor binding (GO:0008134)"
"HEYL","transcription factor binding (GO:0008134)"
"PSMA6","transcription factor binding (GO:0008134)"
"MYBBP1A","transcription factor binding (GO:0008134)"
"FOSB","transcription factor binding (GO:0008134)"
"APEX1","transcription factor binding (GO:0008134)"
"HCLS1","transcription factor binding (GO:0008134)"
"PPARG","transcription factor binding (GO:0008134)"
"ANKRD42","transcription factor binding (GO:0008134)"
"PPARD","transcription factor binding (GO:0008134)"
"SETD6","transcription factor binding (GO:0008134)"
"SETD3","transcription factor binding (GO:0008134)"
"RARG","transcription factor binding (GO:0008134)"
"HTT","transcription factor binding (GO:0008134)"
"TCF21","transcription factor binding (GO:0008134)"
"NOC2L","transcription factor binding (GO:0008134)"
"PRAMEF7","transcription factor binding (GO:0008134)"
"PRAMEF6","transcription factor binding (GO:0008134)"
"PRAMEF5","transcription factor binding (GO:0008134)"
"PRAMEF4","transcription factor binding (GO:0008134)"
"HEY2","transcription factor binding (GO:0008134)"
"PRAMEF3","transcription factor binding (GO:0008134)"
"HEY1","transcription factor binding (GO:0008134)"
"PRAMEF2","transcription factor binding (GO:0008134)"
"PRAMEF1","transcription factor binding (GO:0008134)"
"GSC","transcription factor binding (GO:0008134)"
"PRAME","transcription factor binding (GO:0008134)"
"BRD7","transcription factor binding (GO:0008134)"
"PRAMEF8","transcription factor binding (GO:0008134)"
"TLE4","transcription factor binding (GO:0008134)"
"USP7","transcription factor binding (GO:0008134)"
"TLE1","transcription factor binding (GO:0008134)"
"BRF1","transcription factor binding (GO:0008134)"
"GTF2F1","transcription factor binding (GO:0008134)"
"HIPK2","transcription factor binding (GO:0008134)"
"FOXP3","transcription factor binding (GO:0008134)"
"SKI","transcription factor binding (GO:0008134)"
"CNOT1","transcription factor binding (GO:0008134)"
"CNOT2","transcription factor binding (GO:0008134)"
"NAAA","transcription factor binding (GO:0008134)"
"KAT6B","transcription factor binding (GO:0008134)"
"YEATS2","transcription factor binding (GO:0008134)"
"KAT6A","transcription factor binding (GO:0008134)"
"MAD2L2","transcription factor binding (GO:0008134)"
"GTF2B","transcription factor binding (GO:0008134)"
"PARK7","transcription factor binding (GO:0008134)"
"AHR","transcription factor binding (GO:0008134)"
"FOXO4","transcription factor binding (GO:0008134)"
"NSD1","transcription factor binding (GO:0008134)"
"RNF19A","transcription factor binding (GO:0008134)"
"NBN","transcription factor binding (GO:0008134)"
"FLNA","transcription factor binding (GO:0008134)"
"RPS3","transcription factor binding (GO:0008134)"
"SPOP","transcription factor binding (GO:0008134)"
"RBBP8","transcription factor binding (GO:0008134)"
"HMGN3","transcription factor binding (GO:0008134)"
"PITX2","transcription factor binding (GO:0008134)"
"ESRRB","transcription factor binding (GO:0008134)"
"TRAPPC2","transcription factor binding (GO:0008134)"
"WFS1","transcription factor binding (GO:0008134)"
"AIP","transcription factor binding (GO:0008134)"
"NACA2","transcription factor binding (GO:0008134)"
"TNFRSF10A","transcription factor binding (GO:0008134)"
"MAFB","transcription factor binding (GO:0008134)"
"NFKB1","transcription factor binding (GO:0008134)"
"DUSP26","transcription factor binding (GO:0008134)"
"MED24","transcription factor binding (GO:0008134)"
"TFDP1","transcription factor binding (GO:0008134)"
"MED25","transcription factor binding (GO:0008134)"
"TFDP2","transcription factor binding (GO:0008134)"
"NACA","transcription factor binding (GO:0008134)"
"MLXIPL","transcription factor binding (GO:0008134)"
"DGKQ","transcription factor binding (GO:0008134)"
"DRAP1","transcription factor binding (GO:0008134)"
"MAP3K10","transcription factor binding (GO:0008134)"
"DNMT1","transcription factor binding (GO:0008134)"
"GMNN","transcription factor binding (GO:0008134)"
"NAB1","transcription factor binding (GO:0008134)"
"INSIG2","transcription factor binding (GO:0008134)"
"NAB2","transcription factor binding (GO:0008134)"
"RORB","transcription factor binding (GO:0008134)"
