"Egenes","Eclass"
"TMEM79","vacuolar membrane (GO:0005774)"
"TECPR1","vacuolar membrane (GO:0005774)"
"PI4K2A","vacuolar membrane (GO:0005774)"
"ENPEP","vacuolar membrane (GO:0005774)"
"MTMR2","vacuolar membrane (GO:0005774)"
"TMEM63A","vacuolar membrane (GO:0005774)"
"ATP6V0D1","vacuolar membrane (GO:0005774)"
"LRP2","vacuolar membrane (GO:0005774)"
"AHNAK","vacuolar membrane (GO:0005774)"
"STX17","vacuolar membrane (GO:0005774)"
"LRP1","vacuolar membrane (GO:0005774)"
"VTI1B","vacuolar membrane (GO:0005774)"
"VPS11","vacuolar membrane (GO:0005774)"
"RILP","vacuolar membrane (GO:0005774)"
"VPS16","vacuolar membrane (GO:0005774)"
"NCSTN","vacuolar membrane (GO:0005774)"
"VPS18","vacuolar membrane (GO:0005774)"
"ABCA2","vacuolar membrane (GO:0005774)"
"GPLD1","vacuolar membrane (GO:0005774)"
"GABARAPL2","vacuolar membrane (GO:0005774)"
"HLA-DRB5","vacuolar membrane (GO:0005774)"
"STK11IP","vacuolar membrane (GO:0005774)"
"SLC11A2","vacuolar membrane (GO:0005774)"
"TMEM192","vacuolar membrane (GO:0005774)"
"VASN","vacuolar membrane (GO:0005774)"
"VAMP7","vacuolar membrane (GO:0005774)"
"VAMP8","vacuolar membrane (GO:0005774)"
"MYLPF","vacuolar membrane (GO:0005774)"
"HLA-DRB4","vacuolar membrane (GO:0005774)"
"HLA-DRB3","vacuolar membrane (GO:0005774)"
"ATP6V1B2","vacuolar membrane (GO:0005774)"
"HLA-DRB1","vacuolar membrane (GO:0005774)"
"GABARAP","vacuolar membrane (GO:0005774)"
"WDR41","vacuolar membrane (GO:0005774)"
"BLOC1S1","vacuolar membrane (GO:0005774)"
"ANPEP","vacuolar membrane (GO:0005774)"
"AP1S3","vacuolar membrane (GO:0005774)"
"ATP6V0A4","vacuolar membrane (GO:0005774)"
"AP1S2","vacuolar membrane (GO:0005774)"
"ATP6V1C1","vacuolar membrane (GO:0005774)"
"TMEM8A","vacuolar membrane (GO:0005774)"
"ATP6V1C2","vacuolar membrane (GO:0005774)"
"ATP6V0A2","vacuolar membrane (GO:0005774)"
"ANXA2","vacuolar membrane (GO:0005774)"
"SPHK2","vacuolar membrane (GO:0005774)"
"ANXA6","vacuolar membrane (GO:0005774)"
"AP3B1","vacuolar membrane (GO:0005774)"
"CP","vacuolar membrane (GO:0005774)"
"TMEM175","vacuolar membrane (GO:0005774)"
"ABCC10","vacuolar membrane (GO:0005774)"
"PQLC2","vacuolar membrane (GO:0005774)"
"HLA-DQB1","vacuolar membrane (GO:0005774)"
"TLR9","vacuolar membrane (GO:0005774)"
"TLR8","vacuolar membrane (GO:0005774)"
"TLR7","vacuolar membrane (GO:0005774)"
"DEPDC5","vacuolar membrane (GO:0005774)"
"HRG","vacuolar membrane (GO:0005774)"
"TMEM106B","vacuolar membrane (GO:0005774)"
"RAB7A","vacuolar membrane (GO:0005774)"
"TLR3","vacuolar membrane (GO:0005774)"
"HLA-DQB2","vacuolar membrane (GO:0005774)"
"RAB5C","vacuolar membrane (GO:0005774)"
"SLC44A2","vacuolar membrane (GO:0005774)"
"SLC35F6","vacuolar membrane (GO:0005774)"
"RPN2","vacuolar membrane (GO:0005774)"
"LITAF","vacuolar membrane (GO:0005774)"
"TMEM165","vacuolar membrane (GO:0005774)"
"MAP1LC3A","vacuolar membrane (GO:0005774)"
"MYO6","vacuolar membrane (GO:0005774)"
"MIOS","vacuolar membrane (GO:0005774)"
"AP1M1","vacuolar membrane (GO:0005774)"
"HLA-DQA2","vacuolar membrane (GO:0005774)"
"AP1M2","vacuolar membrane (GO:0005774)"
"HLA-DQA1","vacuolar membrane (GO:0005774)"
"ATP6V1G1","vacuolar membrane (GO:0005774)"
"STARD3NL","vacuolar membrane (GO:0005774)"
"GAA","vacuolar membrane (GO:0005774)"
"LAPTM5","vacuolar membrane (GO:0005774)"
"AP3D1","vacuolar membrane (GO:0005774)"
"WDR11","vacuolar membrane (GO:0005774)"
"GPR143","vacuolar membrane (GO:0005774)"
"HLA-DPB1","vacuolar membrane (GO:0005774)"
"LAMTOR2","vacuolar membrane (GO:0005774)"
"SLC29A3","vacuolar membrane (GO:0005774)"
"VMP1","vacuolar membrane (GO:0005774)"
"CD63","vacuolar membrane (GO:0005774)"
"GBA","vacuolar membrane (GO:0005774)"
"GNAI1","vacuolar membrane (GO:0005774)"
"GNAI3","vacuolar membrane (GO:0005774)"
"RPTOR","vacuolar membrane (GO:0005774)"
"HLA-DMB","vacuolar membrane (GO:0005774)"
"ENPP1","vacuolar membrane (GO:0005774)"
"HLA-DPA1","vacuolar membrane (GO:0005774)"
"TLDC1","vacuolar membrane (GO:0005774)"
"HLA-DMA","vacuolar membrane (GO:0005774)"
"SLC17A5","vacuolar membrane (GO:0005774)"
"ATG9A","vacuolar membrane (GO:0005774)"
"CD74","vacuolar membrane (GO:0005774)"
"RAB2A","vacuolar membrane (GO:0005774)"
"STX8","vacuolar membrane (GO:0005774)"
"ATP11C","vacuolar membrane (GO:0005774)"
"ATP11A","vacuolar membrane (GO:0005774)"
"AP5B1","vacuolar membrane (GO:0005774)"
"ATG16L1","vacuolar membrane (GO:0005774)"
"SIDT2","vacuolar membrane (GO:0005774)"
"ARL8A","vacuolar membrane (GO:0005774)"
"SPNS1","vacuolar membrane (GO:0005774)"
"OCA2","vacuolar membrane (GO:0005774)"
"NAPG","vacuolar membrane (GO:0005774)"
"LAMP2","vacuolar membrane (GO:0005774)"
"LAMP1","vacuolar membrane (GO:0005774)"
"LAMP3","vacuolar membrane (GO:0005774)"
"STX7","vacuolar membrane (GO:0005774)"
"SLC26A11","vacuolar membrane (GO:0005774)"
"HLA-DOB","vacuolar membrane (GO:0005774)"
"AP3M1","vacuolar membrane (GO:0005774)"
"HLA-DOA","vacuolar membrane (GO:0005774)"
"NSF","vacuolar membrane (GO:0005774)"
"ATP6V0C","vacuolar membrane (GO:0005774)"
"SLC15A3","vacuolar membrane (GO:0005774)"
"CYB561A3","vacuolar membrane (GO:0005774)"
"DNAJC13","vacuolar membrane (GO:0005774)"
"SLC30A2","vacuolar membrane (GO:0005774)"
"GNB1","vacuolar membrane (GO:0005774)"
"COL6A1","vacuolar membrane (GO:0005774)"
"GNB2","vacuolar membrane (GO:0005774)"
"GNAQ","vacuolar membrane (GO:0005774)"
"GNB4","vacuolar membrane (GO:0005774)"
"UBA1","vacuolar membrane (GO:0005774)"
"OSBPL1A","vacuolar membrane (GO:0005774)"
"ATP6V1A","vacuolar membrane (GO:0005774)"
"ATP6V1D","vacuolar membrane (GO:0005774)"
"SPPL2B","vacuolar membrane (GO:0005774)"
"SPPL2A","vacuolar membrane (GO:0005774)"
"PSEN1","vacuolar membrane (GO:0005774)"
"PSEN2","vacuolar membrane (GO:0005774)"
"SLC2A8","vacuolar membrane (GO:0005774)"
"FLOT1","vacuolar membrane (GO:0005774)"
"SLC15A4","vacuolar membrane (GO:0005774)"
"SBF2","vacuolar membrane (GO:0005774)"
"ATP6V1H","vacuolar membrane (GO:0005774)"
"AP2M1","vacuolar membrane (GO:0005774)"
"HGSNAT","vacuolar membrane (GO:0005774)"
"ATP13A2","vacuolar membrane (GO:0005774)"
"C18ORF8","vacuolar membrane (GO:0005774)"
"WIPI1","vacuolar membrane (GO:0005774)"
"NPC1","vacuolar membrane (GO:0005774)"
"TPCN1","vacuolar membrane (GO:0005774)"
"TPCN2","vacuolar membrane (GO:0005774)"
"TMBIM1","vacuolar membrane (GO:0005774)"
"CLCN7","vacuolar membrane (GO:0005774)"
"CLCN6","vacuolar membrane (GO:0005774)"
"MARCH1","vacuolar membrane (GO:0005774)"
"CLCN5","vacuolar membrane (GO:0005774)"
"DAB2","vacuolar membrane (GO:0005774)"
"DNAJC5","vacuolar membrane (GO:0005774)"
"HLA-DRA","vacuolar membrane (GO:0005774)"
"PLEKHF1","vacuolar membrane (GO:0005774)"
"DAGLB","vacuolar membrane (GO:0005774)"
"VPS4B","vacuolar membrane (GO:0005774)"
"SLC3A1","vacuolar membrane (GO:0005774)"
"ABCB9","vacuolar membrane (GO:0005774)"
"PLD1","vacuolar membrane (GO:0005774)"
"DPP4","vacuolar membrane (GO:0005774)"
"MFSD8","vacuolar membrane (GO:0005774)"
"PSAP","vacuolar membrane (GO:0005774)"
"RDH14","vacuolar membrane (GO:0005774)"
"PLEKHG4","vacuolar membrane (GO:0005774)"
"SLC36A1","vacuolar membrane (GO:0005774)"
"VPS33A","vacuolar membrane (GO:0005774)"
"MTOR","vacuolar membrane (GO:0005774)"
"MCOLN1","vacuolar membrane (GO:0005774)"
"LMBRD1","vacuolar membrane (GO:0005774)"
"P2RX4","vacuolar membrane (GO:0005774)"
"VPS41","vacuolar membrane (GO:0005774)"
"RAB14","vacuolar membrane (GO:0005774)"
"UBA52","vacuolar membrane (GO:0005774)"
"ACPP","vacuolar membrane (GO:0005774)"
"SCARB2","vacuolar membrane (GO:0005774)"
"RNF13","vacuolar membrane (GO:0005774)"
"TCIRG1","vacuolar membrane (GO:0005774)"
"ECE1","vacuolar membrane (GO:0005774)"
"CLN5","vacuolar membrane (GO:0005774)"
"CLN3","vacuolar membrane (GO:0005774)"
"AP1G1","vacuolar membrane (GO:0005774)"
"GNA11","vacuolar membrane (GO:0005774)"
"ARRB1","vacuolar membrane (GO:0005774)"
"VPS35","vacuolar membrane (GO:0005774)"
"TRIM23","vacuolar membrane (GO:0005774)"
"SPG11","vacuolar membrane (GO:0005774)"
"SCARB1","vacuolar membrane (GO:0005774)"
"VPS39","vacuolar membrane (GO:0005774)"
"CTSB","vacuolar lumen (GO:0005775)"
"CTSA","vacuolar lumen (GO:0005775)"
"LUM","vacuolar lumen (GO:0005775)"
"CD74","vacuolar lumen (GO:0005775)"
"DEFA3","vacuolar lumen (GO:0005775)"
"DEFA1","vacuolar lumen (GO:0005775)"
"KERA","vacuolar lumen (GO:0005775)"
"GALNS","vacuolar lumen (GO:0005775)"
"VCAN","vacuolar lumen (GO:0005775)"
"OGN","vacuolar lumen (GO:0005775)"
"CSPG5","vacuolar lumen (GO:0005775)"
"GLA","vacuolar lumen (GO:0005775)"
"CSPG4","vacuolar lumen (GO:0005775)"
"AGRN","vacuolar lumen (GO:0005775)"
"IDUA","vacuolar lumen (GO:0005775)"
"SDC3","vacuolar lumen (GO:0005775)"
"SDC4","vacuolar lumen (GO:0005775)"
"CTSV","vacuolar lumen (GO:0005775)"
"ASAH1","vacuolar lumen (GO:0005775)"
"CTSS","vacuolar lumen (GO:0005775)"
"NEU4","vacuolar lumen (GO:0005775)"
"PSAP","vacuolar lumen (GO:0005775)"
"GPC2","vacuolar lumen (GO:0005775)"
"IDS","vacuolar lumen (GO:0005775)"
"CTSL","vacuolar lumen (GO:0005775)"
"NEU1","vacuolar lumen (GO:0005775)"
"GPC1","vacuolar lumen (GO:0005775)"
"CTSK","vacuolar lumen (GO:0005775)"
"GPC4","vacuolar lumen (GO:0005775)"
"GPC3","vacuolar lumen (GO:0005775)"
"GPC6","vacuolar lumen (GO:0005775)"
"GPC5","vacuolar lumen (GO:0005775)"
"CTSF","vacuolar lumen (GO:0005775)"
"CTSD","vacuolar lumen (GO:0005775)"
"ARSA","vacuolar lumen (GO:0005775)"
"ARSB","vacuolar lumen (GO:0005775)"
"CUBN","vacuolar lumen (GO:0005775)"
"GIF","vacuolar lumen (GO:0005775)"
"OMD","vacuolar lumen (GO:0005775)"
"BGN","vacuolar lumen (GO:0005775)"
"DCN","vacuolar lumen (GO:0005775)"
"GALC","vacuolar lumen (GO:0005775)"
"BCAN","vacuolar lumen (GO:0005775)"
"HSPG2","vacuolar lumen (GO:0005775)"
"GLB1","vacuolar lumen (GO:0005775)"
"TCN2","vacuolar lumen (GO:0005775)"
"HPSE","vacuolar lumen (GO:0005775)"
"SDC1","vacuolar lumen (GO:0005775)"
"LGMN","vacuolar lumen (GO:0005775)"
"SDC2","vacuolar lumen (GO:0005775)"
"FMOD","vacuolar lumen (GO:0005775)"
"TPP1","vacuolar lumen (GO:0005775)"
"SCARB2","vacuolar lumen (GO:0005775)"
"GBA","vacuolar lumen (GO:0005775)"
"HEXA","vacuolar lumen (GO:0005775)"
"NCAN","vacuolar lumen (GO:0005775)"
"HEXB","vacuolar lumen (GO:0005775)"
"GNS","vacuolar lumen (GO:0005775)"
"PRELP","vacuolar lumen (GO:0005775)"
"IFI30","vacuolar lumen (GO:0005775)"
"SGSH","vacuolar lumen (GO:0005775)"
"ACAN","vacuolar lumen (GO:0005775)"
"CLN5","vacuolar lumen (GO:0005775)"
"HYAL1","vacuolar lumen (GO:0005775)"
"NAGLU","vacuolar lumen (GO:0005775)"
"GM2A","vacuolar lumen (GO:0005775)"
"SMPD1","vacuolar lumen (GO:0005775)"
"TXNDC5","vacuolar lumen (GO:0005775)"
"GC","vacuolar lumen (GO:0005775)"
"GUSB","vacuolar lumen (GO:0005775)"
"PEX19","peroxisome (GO:0005777)"
"PHYH","peroxisome (GO:0005777)"
"SZT2","peroxisome (GO:0005777)"
"ACSL3","peroxisome (GO:0005777)"
"AOC1","peroxisome (GO:0005777)"
"ECH1","peroxisome (GO:0005777)"
"MUL1","peroxisome (GO:0005777)"
"PEX10","peroxisome (GO:0005777)"
"ACSL6","peroxisome (GO:0005777)"
"ACSL4","peroxisome (GO:0005777)"
"PEX12","peroxisome (GO:0005777)"
"PEX13","peroxisome (GO:0005777)"
"PEX14","peroxisome (GO:0005777)"
"PEX16","peroxisome (GO:0005777)"
"TMEM135","peroxisome (GO:0005777)"
"FNDC5","peroxisome (GO:0005777)"
"VIM","peroxisome (GO:0005777)"
"FAR1","peroxisome (GO:0005777)"
"SERHL2","peroxisome (GO:0005777)"
"FAR2","peroxisome (GO:0005777)"
"PEX11G","peroxisome (GO:0005777)"
"HRASLS","peroxisome (GO:0005777)"
"CRAT","peroxisome (GO:0005777)"
"ACOT4","peroxisome (GO:0005777)"
"SLC27A2","peroxisome (GO:0005777)"
"PEX11A","peroxisome (GO:0005777)"
"PEX11B","peroxisome (GO:0005777)"
"HSD17B4","peroxisome (GO:0005777)"
"PEX26","peroxisome (GO:0005777)"
"DCAF8","peroxisome (GO:0005777)"
"PIPOX","peroxisome (GO:0005777)"
"LONP2","peroxisome (GO:0005777)"
"FIS1","peroxisome (GO:0005777)"
"IDH1","peroxisome (GO:0005777)"
"GSTK1","peroxisome (GO:0005777)"
"ACBD5","peroxisome (GO:0005777)"
"EPHX2","peroxisome (GO:0005777)"
"MYO5A","peroxisome (GO:0005777)"
"TYSND1","peroxisome (GO:0005777)"
"KIAA0430","peroxisome (GO:0005777)"
"ALDH3A2","peroxisome (GO:0005777)"
"AMACR","peroxisome (GO:0005777)"
"GNPAT","peroxisome (GO:0005777)"
"PECR","peroxisome (GO:0005777)"
"ECI2","peroxisome (GO:0005777)"
"PRDX5","peroxisome (GO:0005777)"
"SCP2","peroxisome (GO:0005777)"
"MARC2","peroxisome (GO:0005777)"
"HACL1","peroxisome (GO:0005777)"
"ACAD11","peroxisome (GO:0005777)"
"ACAA1","peroxisome (GO:0005777)"
"DNM1L","peroxisome (GO:0005777)"
"PEX1","peroxisome (GO:0005777)"
"PEX3","peroxisome (GO:0005777)"
"TMEM173","peroxisome (GO:0005777)"
"DAO","peroxisome (GO:0005777)"
"ACOX3","peroxisome (GO:0005777)"
"PEX5","peroxisome (GO:0005777)"
"ACOX2","peroxisome (GO:0005777)"
"TMEM35","peroxisome (GO:0005777)"
"PEX7","peroxisome (GO:0005777)"
"ACOX1","peroxisome (GO:0005777)"
"PEX6","peroxisome (GO:0005777)"
"PXMP4","peroxisome (GO:0005777)"
"IDI1","peroxisome (GO:0005777)"
"IDI2","peroxisome (GO:0005777)"
"PXT1","peroxisome (GO:0005777)"
"IDE","peroxisome (GO:0005777)"
"EHHADH","peroxisome (GO:0005777)"
"CROT","peroxisome (GO:0005777)"
"PMVK","peroxisome (GO:0005777)"
"URAD","peroxisome (GO:0005777)"
"ISOC1","peroxisome (GO:0005777)"
"HAO2","peroxisome (GO:0005777)"
"HAO1","peroxisome (GO:0005777)"
"HSDL2","peroxisome (GO:0005777)"
"PNPLA8","peroxisome (GO:0005777)"
"GBF1","peroxisome (GO:0005777)"
"DHRS4","peroxisome (GO:0005777)"
"SOD1","peroxisome (GO:0005777)"
"BAAT","peroxisome (GO:0005777)"
"SLC25A17","peroxisome (GO:0005777)"
"POMC","peroxisome (GO:0005777)"
"CAT","peroxisome (GO:0005777)"
"ZADH2","peroxisome (GO:0005777)"
"AGPS","peroxisome (GO:0005777)"
"TRIM37","peroxisome (GO:0005777)"
"MVD","peroxisome (GO:0005777)"
"TKT","peroxisome (GO:0005777)"
"AGXT","peroxisome (GO:0005777)"
"MVK","peroxisome (GO:0005777)"
"ABCD3","peroxisome (GO:0005777)"
"ABCD4","peroxisome (GO:0005777)"
"MPV17L","peroxisome (GO:0005777)"
"MIEF2","peroxisome (GO:0005777)"
"MIEF1","peroxisome (GO:0005777)"
"MFF","peroxisome (GO:0005777)"
"NUDT7","peroxisome (GO:0005777)"
"DDO","peroxisome (GO:0005777)"
"NUDT12","peroxisome (GO:0005777)"
"HMGCL","peroxisome (GO:0005777)"
"ACOXL","peroxisome (GO:0005777)"
"NUDT19","peroxisome (GO:0005777)"
"MPV17","peroxisome (GO:0005777)"
"MLYCD","peroxisome (GO:0005777)"
"XDH","peroxisome (GO:0005777)"
"NOS2","peroxisome (GO:0005777)"
"ABCD1","peroxisome (GO:0005777)"
"ABCD2","peroxisome (GO:0005777)"
"ATG9A","late endosome (GO:0005770)"
"UVRAG","late endosome (GO:0005770)"
"CD74","late endosome (GO:0005770)"
"SLC31A2","late endosome (GO:0005770)"
"SLC31A1","late endosome (GO:0005770)"
"CTNS","late endosome (GO:0005770)"
"TICAM2","late endosome (GO:0005770)"
"SLC9A6","late endosome (GO:0005770)"
"STEAP3","late endosome (GO:0005770)"
"CRHBP","late endosome (GO:0005770)"
"LAMP2","late endosome (GO:0005770)"
"KIAA1324","late endosome (GO:0005770)"
"LAMP1","late endosome (GO:0005770)"
"MICALL1","late endosome (GO:0005770)"
"MVB12B","late endosome (GO:0005770)"
"RILP","late endosome (GO:0005770)"
"VPS16","late endosome (GO:0005770)"
"LDLR","late endosome (GO:0005770)"
"IGF2R","late endosome (GO:0005770)"
"MAP2K2","late endosome (GO:0005770)"
"SLC30A4","late endosome (GO:0005770)"
"SLC11A1","late endosome (GO:0005770)"
"SLC30A3","late endosome (GO:0005770)"
"MAP2K1","late endosome (GO:0005770)"
"SLC11A2","late endosome (GO:0005770)"
"ABCA5","late endosome (GO:0005770)"
"TMEM192","late endosome (GO:0005770)"
"MYO5A","late endosome (GO:0005770)"
"RAB27A","late endosome (GO:0005770)"
"M6PR","late endosome (GO:0005770)"
"SLC30A2","late endosome (GO:0005770)"
"BACE1","late endosome (GO:0005770)"
"TMEM9","late endosome (GO:0005770)"
"LGMN","late endosome (GO:0005770)"
"VAMP5","late endosome (GO:0005770)"
"OSBPL1A","late endosome (GO:0005770)"
"TSG101","late endosome (GO:0005770)"
"CRHR1","late endosome (GO:0005770)"
"PARM1","late endosome (GO:0005770)"
"SLC2A4","late endosome (GO:0005770)"
"SLA2","late endosome (GO:0005770)"
"CD79A","late endosome (GO:0005770)"
"GJA1","late endosome (GO:0005770)"
"APOE","late endosome (GO:0005770)"
"AP5S1","late endosome (GO:0005770)"
"LRAT","late endosome (GO:0005770)"
"SFTPC","late endosome (GO:0005770)"
"TF","late endosome (GO:0005770)"
"RAPGEF2","late endosome (GO:0005770)"
"PIK3C3","late endosome (GO:0005770)"
"RAB7A","late endosome (GO:0005770)"
"HLA-DQB2","late endosome (GO:0005770)"
"RAB7B","late endosome (GO:0005770)"
"VPS4B","late endosome (GO:0005770)"
"PIK3R4","late endosome (GO:0005770)"
"PCSK9","late endosome (GO:0005770)"
"SLC40A1","late endosome (GO:0005770)"
"MTM1","late endosome (GO:0005770)"
"MAP1LC3A","late endosome (GO:0005770)"
"AP5M1","late endosome (GO:0005770)"
"RAP1A","late endosome (GO:0005770)"
"FYCO1","late endosome (GO:0005770)"
"RAP1B","late endosome (GO:0005770)"
"TTPA","late endosome (GO:0005770)"
"GNPNAT1","late endosome (GO:0005770)"
"MAGI2","late endosome (GO:0005770)"
"CHID1","late endosome (GO:0005770)"
"NTRK1","late endosome (GO:0005770)"
"VPS33B","late endosome (GO:0005770)"
"VPS33A","late endosome (GO:0005770)"
"KIDINS220","late endosome (GO:0005770)"
"SORL1","late endosome (GO:0005770)"
"RAB11A","late endosome (GO:0005770)"
"TMEM59","late endosome (GO:0005770)"
"NMNAT2","late endosome (GO:0005770)"
"VPS41","late endosome (GO:0005770)"
"KCNQ1","late endosome (GO:0005770)"
"RNF128","late endosome (GO:0005770)"
"NBR1","late endosome (GO:0005770)"
"RAB14","late endosome (GO:0005770)"
"SNX16","late endosome (GO:0005770)"
"KIAA0226","late endosome (GO:0005770)"
"RAB9A","late endosome (GO:0005770)"
"DDIT3","late endosome (GO:0005770)"
"ZP2","late endosome (GO:0005770)"
"LAMTOR2","late endosome (GO:0005770)"
"VIPAS39","late endosome (GO:0005770)"
"ZP3","late endosome (GO:0005770)"
"ACPP","late endosome (GO:0005770)"
"TPT1","late endosome (GO:0005770)"
"SRC","late endosome (GO:0005770)"
"CD63","late endosome (GO:0005770)"
"HTT","late endosome (GO:0005770)"
"DERL2","late endosome (GO:0005770)"
"DERL1","late endosome (GO:0005770)"
"CLCN3","late endosome (GO:0005770)"
"CST3","late endosome (GO:0005770)"
"CLN3","late endosome (GO:0005770)"
"CXCR4","late endosome (GO:0005770)"
"SDF4","late endosome (GO:0005770)"
"MAPK3","late endosome (GO:0005770)"
"VPS36","late endosome (GO:0005770)"
"MAPK1","late endosome (GO:0005770)"
"ATP7B","late endosome (GO:0005770)"
"ATP7A","late endosome (GO:0005770)"
"HLA-DMA","late endosome (GO:0005770)"
"ECM29","late endosome (GO:0005770)"
"UNC13D","vacuole (GO:0005773)"
"FNBP1","vacuole (GO:0005773)"
"CCZ1B","vacuole (GO:0005773)"
"CTNS","vacuole (GO:0005773)"
"EVA1A","vacuole (GO:0005773)"
"ATG14","vacuole (GO:0005773)"
"ASS1","vacuole (GO:0005773)"
"RRAGB","vacuole (GO:0005773)"
"RRAGA","vacuole (GO:0005773)"
"RRAGD","vacuole (GO:0005773)"
"RRAGC","vacuole (GO:0005773)"
"GLA","vacuole (GO:0005773)"
"ULK1","vacuole (GO:0005773)"
"RAMP3","vacuole (GO:0005773)"
"IFITM3","vacuole (GO:0005773)"
"LRP2","vacuole (GO:0005773)"
"STXBP2","vacuole (GO:0005773)"
"PON2","vacuole (GO:0005773)"
"TMEM74","vacuole (GO:0005773)"
"PRCP","vacuole (GO:0005773)"
"ZFYVE1","vacuole (GO:0005773)"
"ASAH1","vacuole (GO:0005773)"
"AQP2","vacuole (GO:0005773)"
"CRHBP","vacuole (GO:0005773)"
"STS","vacuole (GO:0005773)"
"TIAL1","vacuole (GO:0005773)"
"MILR1","vacuole (GO:0005773)"
"KIAA1324","vacuole (GO:0005773)"
